Code	Region	Country	variable	value
752	Western Europe	Sweden	1750	38.35
40	Western Europe	Austria	1800	34.4
56	Western Europe	Belgium	1800	40
250	Western Europe	France	1800	32.4
276	Western Europe	Germany	1800	38.37
528	Western Europe	Netherlands	1800	39.86
756	Western Europe	Switzerland	1800	38
208	Western Europe	Denmark	1800	35
233	Eastern Europe	Estonia	1800	36.5
246	Western Europe	Finland	1800	31.8
372	Western Europe	Ireland	1800	37.7
428	Eastern Europe	Latvia	1800	33
440	Eastern Europe	Lithuania	1800	28.9
578	Western Europe	Norway	1800	38.8
752	Western Europe	Sweden	1800	32.16
826	Western Europe	United Kingdom	1800	40.02
8	Eastern Europe	Albania	1800	35.4
70	Eastern Europe	Bosnia and Herzegovina	1800	35.1
191	Eastern Europe	Croatia	1800	36.1
300	Western Europe	Greece	1800	36.6
380	Western Europe	Italy	1800	29.01
499	Eastern Europe	Montenegro	1800	35.4
620	Western Europe	Portugal	1800	35.6
688	Eastern Europe	Serbia	1800	35.5
705	Eastern Europe	Slovenia	1800	36.6
724	Western Europe	Spain	1800	29.5
112	Eastern Europe	Belarus	1800	36.2
100	Eastern Europe	Bulgaria	1800	35.8
203	Eastern Europe	Czech Republic	1800	34.9544
348	Eastern Europe	Hungary	1800	36
616	Eastern Europe	Poland	1800	35.9
642	Eastern Europe	Romania	1800	35.7
643	Eastern Europe	Russian Federation	1800	31.9
703	Eastern Europe	Slovakia	1800	36.4
804	Eastern Europe	Ukraine	1800	36.6
124	Western Offshoots	Canada	1800	39
840	Western Offshoots	United States of America	1800	39.41
192	Latin America and Caribbean	Cuba	1800	32.2
214	Latin America and Caribbean	Dominican Republic	1800	29.9
388	Latin America and Caribbean	Jamaica	1800	34.2
630	Latin America and Caribbean	Puerto Rico	1800	30.43
780	Latin America and Caribbean	Trinidad and Tobago	1800	32.9
188	Latin America and Caribbean	Costa Rica	1800	30.2147
222	Latin America and Caribbean	El Salvador	1800	28.7
320	Latin America and Caribbean	Guatemala	1800	25.8
340	Latin America and Caribbean	Honduras	1800	33.9
484	Latin America and Caribbean	Mexico	1800	26.9
558	Latin America and Caribbean	Nicaragua	1800	25.4
591	Latin America and Caribbean	Panama	1800	32.9
32	Latin America and Caribbean	Argentina	1800	33.2
68	Latin America and Caribbean	Bolivia (Plurinational State of)	1800	33
76	Latin America and Caribbean	Brazil	1800	32
152	Latin America and Caribbean	Chile	1800	32
170	Latin America and Caribbean	Colombia	1800	32
218	Latin America and Caribbean	Ecuador	1800	32.9
600	Latin America and Caribbean	Paraguay	1800	35.5
604	Latin America and Caribbean	Peru	1800	35.7
858	Latin America and Caribbean	Uruguay	1800	32.9
862	Latin America and Caribbean	Venezuela (Bolivarian Republic of)	1800	32.2
36	Western Offshoots	Australia	1800	34.05
554	Western Offshoots	New Zealand	1800	34.05
4	South and South-East Asia	Afghanistan	1800	28.211
50	South and South-East Asia	Bangladesh	1800	25.5
356	South and South-East Asia	India	1800	25.4
364	MENA	Iran (Islamic Republic of)	1800	25.6
524	South and South-East Asia	Nepal	1800	32.8
586	South and South-East Asia	Pakistan	1800	25.9
144	South and South-East Asia	Sri Lanka	1800	32.6
156	East Asia	China	1800	32
408	East Asia	Democratic People's Republic of Korea	1800	26
392	East Asia	Japan	1800	36.4
496	East Asia	Mongolia	1800	31.8
410	East Asia	Korea	1800	25.8
9002	East Asia	Taiwan	1800	28.3
116	South and South-East Asia	Cambodia	1800	35
360	South and South-East Asia	Indonesia	1800	30
418	South and South-East Asia	Lao People's Democratic Republic	1800	31.9
458	South and South-East Asia	Malaysia	1800	30.6
104	South and South-East Asia	Myanmar	1800	30.8
608	South and South-East Asia	Philippines	1800	30.9
702	South and South-East Asia	Singapore	1800	29.1
764	South and South-East Asia	Thailand	1800	30.4
704	South and South-East Asia	Viet Nam	1800	32
48	MENA	Bahrain	1800	30.3
368	MENA	Iraq	1800	31.2
400	MENA	Jordan	1800	31.7
414	MENA	Kuwait	1800	26
422	MENA	Lebanon	1800	29.7
512	MENA	Oman	1800	32.3
634	MENA	Qatar	1800	30.8
682	MENA	Saudi Arabia	1800	32.1
760	MENA	Syrian Arab Republic	1800	31.1
792	MENA	Turkey	1800	35
784	MENA	United Arab Emirates	1800	30.7
398	Eastern Europe	Kazakhstan	1800	26.2
12	MENA	Algeria	1800	28.8
818	MENA	Egypt	1800	33
434	MENA	Libya	1800	33
504	MENA	Morocco	1800	33.1
788	MENA	Tunisia	1800	28.8
204	Sub-Saharan Africa	Benin	1800	31
854	Sub-Saharan Africa	Burkina Faso	1800	29.2
132	Sub-Saharan Africa	Cape Verde	1800	33.8
384	Sub-Saharan Africa	Cote d'Ivoire	1800	31.9
270	Sub-Saharan Africa	Gambia	1800	28.8
288	Sub-Saharan Africa	Ghana	1800	28
324	Sub-Saharan Africa	Guinea	1800	29.5
624	Sub-Saharan Africa	Guinea-Bissau	1800	29.3
430	Sub-Saharan Africa	Liberia	1800	31.1
466	Sub-Saharan Africa	Mali	1800	29.6
478	Sub-Saharan Africa	Mauritania	1800	32
562	Sub-Saharan Africa	Niger	1800	30.8
566	Sub-Saharan Africa	Nigeria	1800	30.4
686	Sub-Saharan Africa	Senegal	1800	25.2
694	Sub-Saharan Africa	Sierra Leone	1800	25.1
768	Sub-Saharan Africa	Togo	1800	31.3
24	Sub-Saharan Africa	Angola	1800	26.98
120	Sub-Saharan Africa	Cameroon	1800	28.75
140	Sub-Saharan Africa	Central African Republic	1800	30
148	Sub-Saharan Africa	Chad	1800	30.9
178	Sub-Saharan Africa	Congo	1800	32.7
180	Sub-Saharan Africa	Democratic Republic of the Congo	1800	31.6
226	Sub-Saharan Africa	Equatorial Guinea	1800	29.8
266	Sub-Saharan Africa	Gabon	1800	30.6
72	Sub-Saharan Africa	Botswana	1800	33.6
426	Sub-Saharan Africa	Lesotho	1800	32.8
516	Sub-Saharan Africa	Namibia	1800	32.4
710	Sub-Saharan Africa	South Africa	1800	33.5
748	Sub-Saharan Africa	Swaziland	1800	32.3
108	Sub-Saharan Africa	Burundi	1800	31.5
174	Sub-Saharan Africa	Comoros	1800	32.1
262	Sub-Saharan Africa	Djibouti	1800	29.9
232	Sub-Saharan Africa	Eritrea	1800	30.2
