Code	Region	Country	variable	value
40	Western Europe	Austria	1800	-10
250	Western Europe	France	1800	-8
276	Western Europe	Germany	1800	-10
208	Western Europe	Denmark	1800	-10
752	Western Europe	Sweden	1800	-10
826	Western Europe	United Kingdom	1800	-2
620	Western Europe	Portugal	1800	-10
724	Western Europe	Spain	1800	-10
643	Eastern Europe	Russian Federation	1800	-10
840	Western Offshoots	United States of America	1800	4
4	South and South-East Asia	Afghanistan	1800	-6
364	MENA	Iran (Islamic Republic of)	1800	-10
524	South and South-East Asia	Nepal	1800	-6
156	East Asia	China	1800	-6
408	East Asia	Democratic People's Republic of Korea	1800	1
392	East Asia	Japan	1800	-10
410	East Asia	Korea	1800	1
764	South and South-East Asia	Thailand	1800	-10
512	MENA	Oman	1800	-6
792	MENA	Turkey	1800	-10
504	MENA	Morocco	1800	-6
40	Western Europe	Austria	1801	-10
250	Western Europe	France	1801	-8
276	Western Europe	Germany	1801	-10
208	Western Europe	Denmark	1801	-10
752	Western Europe	Sweden	1801	-10
826	Western Europe	United Kingdom	1801	-2
724	Western Europe	Spain	1801	-10
643	Eastern Europe	Russian Federation	1801	-10
840	Western Offshoots	United States of America	1801	4
4	South and South-East Asia	Afghanistan	1801	-6
364	MENA	Iran (Islamic Republic of)	1801	-10
524	South and South-East Asia	Nepal	1801	-6
156	East Asia	China	1801	-6
408	East Asia	Democratic People's Republic of Korea	1801	1
392	East Asia	Japan	1801	-10
410	East Asia	Korea	1801	1
764	South and South-East Asia	Thailand	1801	-10
512	MENA	Oman	1801	-6
792	MENA	Turkey	1801	-10
504	MENA	Morocco	1801	-6
40	Western Europe	Austria	1802	-10
250	Western Europe	France	1802	-8
276	Western Europe	Germany	1802	-10
208	Western Europe	Denmark	1802	-10
752	Western Europe	Sweden	1802	-10
826	Western Europe	United Kingdom	1802	-2
620	Western Europe	Portugal	1802	-10
724	Western Europe	Spain	1802	-10
643	Eastern Europe	Russian Federation	1802	-10
840	Western Offshoots	United States of America	1802	4
4	South and South-East Asia	Afghanistan	1802	-6
364	MENA	Iran (Islamic Republic of)	1802	-10
524	South and South-East Asia	Nepal	1802	-6
156	East Asia	China	1802	-6
408	East Asia	Democratic People's Republic of Korea	1802	1
392	East Asia	Japan	1802	-10
410	East Asia	Korea	1802	1
764	South and South-East Asia	Thailand	1802	-10
512	MENA	Oman	1802	-6
792	MENA	Turkey	1802	-10
504	MENA	Morocco	1802	-6
40	Western Europe	Austria	1803	-10
250	Western Europe	France	1803	-8
276	Western Europe	Germany	1803	-10
208	Western Europe	Denmark	1803	-10
752	Western Europe	Sweden	1803	-10
826	Western Europe	United Kingdom	1803	-2
620	Western Europe	Portugal	1803	-10
724	Western Europe	Spain	1803	-10
643	Eastern Europe	Russian Federation	1803	-10
840	Western Offshoots	United States of America	1803	4
4	South and South-East Asia	Afghanistan	1803	-6
364	MENA	Iran (Islamic Republic of)	1803	-10
524	South and South-East Asia	Nepal	1803	-6
156	East Asia	China	1803	-6
408	East Asia	Democratic People's Republic of Korea	1803	1
392	East Asia	Japan	1803	-10
410	East Asia	Korea	1803	1
764	South and South-East Asia	Thailand	1803	-10
512	MENA	Oman	1803	-6
792	MENA	Turkey	1803	-10
504	MENA	Morocco	1803	-6
40	Western Europe	Austria	1804	-10
250	Western Europe	France	1804	-8
276	Western Europe	Germany	1804	-10
208	Western Europe	Denmark	1804	-10
752	Western Europe	Sweden	1804	-10
826	Western Europe	United Kingdom	1804	-2
620	Western Europe	Portugal	1804	-10
724	Western Europe	Spain	1804	-10
643	Eastern Europe	Russian Federation	1804	-10
840	Western Offshoots	United States of America	1804	4
4	South and South-East Asia	Afghanistan	1804	-6
364	MENA	Iran (Islamic Republic of)	1804	-10
524	South and South-East Asia	Nepal	1804	-6
156	East Asia	China	1804	-6
408	East Asia	Democratic People's Republic of Korea	1804	1
392	East Asia	Japan	1804	-10
410	East Asia	Korea	1804	1
764	South and South-East Asia	Thailand	1804	-10
512	MENA	Oman	1804	-6
792	MENA	Turkey	1804	-10
504	MENA	Morocco	1804	-6
250	Western Europe	France	1805	-8
276	Western Europe	Germany	1805	-10
208	Western Europe	Denmark	1805	-10
752	Western Europe	Sweden	1805	-10
826	Western Europe	United Kingdom	1805	-2
620	Western Europe	Portugal	1805	-10
724	Western Europe	Spain	1805	-10
643	Eastern Europe	Russian Federation	1805	-10
840	Western Offshoots	United States of America	1805	4
4	South and South-East Asia	Afghanistan	1805	-6
364	MENA	Iran (Islamic Republic of)	1805	-10
524	South and South-East Asia	Nepal	1805	-6
156	East Asia	China	1805	-6
408	East Asia	Democratic People's Republic of Korea	1805	1
392	East Asia	Japan	1805	-10
410	East Asia	Korea	1805	1
764	South and South-East Asia	Thailand	1805	-10
512	MENA	Oman	1805	-6
792	MENA	Turkey	1805	-10
504	MENA	Morocco	1805	-6
40	Western Europe	Austria	1806	-10
250	Western Europe	France	1806	-8
208	Western Europe	Denmark	1806	-10
752	Western Europe	Sweden	1806	-10
826	Western Europe	United Kingdom	1806	-2
620	Western Europe	Portugal	1806	-10
724	Western Europe	Spain	1806	-10
643	Eastern Europe	Russian Federation	1806	-10
840	Western Offshoots	United States of America	1806	4
4	South and South-East Asia	Afghanistan	1806	-6
364	MENA	Iran (Islamic Republic of)	1806	-10
524	South and South-East Asia	Nepal	1806	-6
156	East Asia	China	1806	-6
408	East Asia	Democratic People's Republic of Korea	1806	1
392	East Asia	Japan	1806	-10
410	East Asia	Korea	1806	1
764	South and South-East Asia	Thailand	1806	-10
512	MENA	Oman	1806	-6
792	MENA	Turkey	1806	-10
504	MENA	Morocco	1806	-6
40	Western Europe	Austria	1807	-10
250	Western Europe	France	1807	-8
208	Western Europe	Denmark	1807	-10
752	Western Europe	Sweden	1807	-10
826	Western Europe	United Kingdom	1807	-2
724	Western Europe	Spain	1807	-10
643	Eastern Europe	Russian Federation	1807	-10
840	Western Offshoots	United States of America	1807	4
4	South and South-East Asia	Afghanistan	1807	-6
364	MENA	Iran (Islamic Republic of)	1807	-10
524	South and South-East Asia	Nepal	1807	-6
156	East Asia	China	1807	-6
408	East Asia	Democratic People's Republic of Korea	1807	1
392	East Asia	Japan	1807	-10
410	East Asia	Korea	1807	1
764	South and South-East Asia	Thailand	1807	-10
512	MENA	Oman	1807	-6
792	MENA	Turkey	1807	-10
504	MENA	Morocco	1807	-6
40	Western Europe	Austria	1808	-10
250	Western Europe	France	1808	-8
208	Western Europe	Denmark	1808	-10
752	Western Europe	Sweden	1808	-10
826	Western Europe	United Kingdom	1808	-2
643	Eastern Europe	Russian Federation	1808	-10
840	Western Offshoots	United States of America	1808	4
4	South and South-East Asia	Afghanistan	1808	-6
364	MENA	Iran (Islamic Republic of)	1808	-10
524	South and South-East Asia	Nepal	1808	-6
156	East Asia	China	1808	-6
408	East Asia	Democratic People's Republic of Korea	1808	1
392	East Asia	Japan	1808	-10
410	East Asia	Korea	1808	1
764	South and South-East Asia	Thailand	1808	-10
512	MENA	Oman	1808	-6
792	MENA	Turkey	1808	-10
504	MENA	Morocco	1808	-6
40	Western Europe	Austria	1809	-10
250	Western Europe	France	1809	-8
208	Western Europe	Denmark	1809	-10
752	Western Europe	Sweden	1809	-9
826	Western Europe	United Kingdom	1809	-2
643	Eastern Europe	Russian Federation	1809	-10
840	Western Offshoots	United States of America	1809	9
4	South and South-East Asia	Afghanistan	1809	-6
364	MENA	Iran (Islamic Republic of)	1809	-10
524	South and South-East Asia	Nepal	1809	-6
156	East Asia	China	1809	-6
408	East Asia	Democratic People's Republic of Korea	1809	1
392	East Asia	Japan	1809	-10
410	East Asia	Korea	1809	1
764	South and South-East Asia	Thailand	1809	-10
512	MENA	Oman	1809	-6
792	MENA	Turkey	1809	-10
504	MENA	Morocco	1809	-6
40	Western Europe	Austria	1810	-10
250	Western Europe	France	1810	-8
208	Western Europe	Denmark	1810	-10
752	Western Europe	Sweden	1810	-9
826	Western Europe	United Kingdom	1810	-2
643	Eastern Europe	Russian Federation	1810	-10
840	Western Offshoots	United States of America	1810	9
4	South and South-East Asia	Afghanistan	1810	-6
364	MENA	Iran (Islamic Republic of)	1810	-10
524	South and South-East Asia	Nepal	1810	-6
156	East Asia	China	1810	-6
408	East Asia	Democratic People's Republic of Korea	1810	1
392	East Asia	Japan	1810	-10
410	East Asia	Korea	1810	1
764	South and South-East Asia	Thailand	1810	-10
512	MENA	Oman	1810	-6
792	MENA	Turkey	1810	-10
504	MENA	Morocco	1810	-6
40	Western Europe	Austria	1811	-10
250	Western Europe	France	1811	-8
208	Western Europe	Denmark	1811	-10
752	Western Europe	Sweden	1811	-9
826	Western Europe	United Kingdom	1811	-2
643	Eastern Europe	Russian Federation	1811	-10
840	Western Offshoots	United States of America	1811	9
600	Latin America and Caribbean	Paraguay	1811	-9
4	South and South-East Asia	Afghanistan	1811	-6
